credit_score,country,gender,age,tenure,balance,products_number,active_member,estimated_salary,churn,age_zscore,age_risk,age_bin,churn_risk_score,product_intensity,balance_log,low_balance_flag,financial_capacity,inactive_flag,country_inactive_risk,product_stress,balance_salary_ratio
528,France,Male,31,6,102016.72,2,0,80181.12,0,-0.7553343052695697,0.5705299127170634,0,1.076894438612404,1.0986122886681098,11.532901802668079,0,77962.384,1,France_1,1,1.0192372491467707
497,Spain,Male,24,3,0.0,2,0,76390.01,0,-1.4227760655875517,2.024291732808793,0,0.5942028985507246,1.0986122886681098,0.0,0,-22917.002999999997,1,Spain_1,1,0.0
476,France,Female,34,10,0.0,2,0,26260.98,0,-0.4692878365618631,0.22023107354491395,1,0.7028985507246377,1.0986122886681098,0.0,0,-7878.294,1,France_1,1,0.0
549,France,Female,25,5,0.0,2,0,190857.79,0,-1.3274272426849827,1.762063084622256,0,0.605072463768116,1.0986122886681098,0.0,0,-57257.337,1,France_1,1,0.0
635,Spain,Female,35,7,0.0,2,1,65951.65,0,-0.3739390136592943,0.13983038593648586,1,0.713768115942029,1.0986122886681098,0.0,0,-19785.495,0,Spain_0,1,0.0
616,Germany,Male,45,3,143129.41,2,1,64327.26,0,0.5795492153663941,0.3358772930318031,3,1.3929298068727984,1.0986122886681098,11.87151145170291,0,123831.232,0,Germany_0,1,1.4299893793919303
653,Germany,Male,58,1,132602.88,1,0,5097.67,1,1.8190839130997891,3.309066282898441,3,1.658945587490451,0.6931471805599453,11.79512161724095,0,131073.579,1,Germany_1,1,1.324820035775894
549,Spain,Female,24,9,0.0,2,1,14406.41,0,-1.4227760655875517,2.024291732808793,0,0.5942028985507246,1.0986122886681098,0.0,0,-4321.923,0,Spain_0,1,0.0
587,Spain,Male,45,6,0.0,1,0,158684.81,0,0.5795492153663941,0.3358772930318031,3,0.9891304347826086,0.6931471805599453,0.0,0,-47605.443,1,Spain_1,1,0.0
726,France,Female,24,6,0.0,2,1,54724.03,0,-1.4227760655875517,2.024291732808793,0,0.5942028985507246,1.0986122886681098,0.0,0,-16417.209,0,France_0,1,0.0
732,France,Male,41,8,0.0,2,1,170886.17,0,0.19815392375611882,0.03926497749994575,2,0.7789855072463767,1.0986122886681098,0.0,0,-51265.851,0,France_0,1,0.0
636,Spain,Female,32,8,0.0,2,0,138555.46,0,-0.6599854823670008,0.4355808369352028,0,0.681159420289855,1.0986122886681098,0.0,0,-41566.638,1,Spain_1,1,0.0
510,Spain,Female,38,4,0.0,1,0,118913.53,1,-0.08789254495158773,0.007725099458066869,2,0.9130434782608696,0.6931471805599453,0.0,0,-35674.059,1,Spain_1,1,0.0
669,France,Male,46,3,0.0,2,1,8487.75,0,0.674898038268963,0.45548736205929463,3,0.8333333333333333,1.0986122886681098,0.0,0,-2546.325,0,France_0,1,0.0
846,France,Female,38,5,0.0,1,1,187616.16,0,-0.08789254495158773,0.007725099458066869,2,0.9130434782608696,0.6931471805599453,0.0,0,-56284.848,0,France_0,1,0.0
577,France,Male,25,3,0.0,2,1,124508.29,0,-1.3274272426849827,1.762063084622256,0,0.605072463768116,1.0986122886681098,0.0,0,-37352.486999999994,0,France_0,1,0.0
756,Germany,Male,36,2,136815.64,1,1,170041.95,0,-0.2785901907567254,0.07761249438586866,1,1.4366058074686867,0.6931471805599453,11.826396914200256,0,85803.05500000002,0,Germany_0,1,1.3669092336418474
571,France,Male,44,9,0.0,2,0,38433.35,0,0.48420039246382535,0.23445002006212248,2,0.8115942028985508,1.0986122886681098,0.0,0,-11530.005,1,France_1,1,0.0
574,Germany,Female,43,3,141349.43,1,1,100187.43,0,0.3888515695612565,0.1512055431502527,2,1.5307629371425087,0.6931471805599453,11.858997405211202,0,111293.201,0,Germany_0,1,1.4122058051039479
411,France,Male,29,0,59697.17,2,1,53483.21,0,-0.9460319510747073,0.8949764524542173,0,0.8864837119593969,1.0986122886681098,10.997056645644541,0,43652.206999999995,0,France_0,1,0.5964275202402815
591,Spain,Female,39,3,0.0,3,0,140469.38,1,0.007456277950981121,5.5596080882287224e-05,2,0.6739130434782609,1.3862943611198906,0.0,0,-42140.814,1,Spain_1,1,0.0
533,France,Male,36,7,85311.7,1,1,156731.91,0,-0.2785901907567254,0.07761249438586866,1,1.2313282992880072,0.6931471805599453,11.354078608681013,0,38292.127,0,France_0,1,0.8523393266126823
553,Germany,Male,41,9,110112.54,2,0,81898.81,0,0.19815392375611882,0.03926497749994575,2,1.2178573261915948,1.0986122886681098,11.60926729425936,0,85542.897,1,Germany_1,1,1.100121650315397
520,Spain,Female,42,6,0.0,2,1,34410.55,0,0.29350274665868764,0.08614386229619378,2,0.7898550724637681,1.0986122886681098,0.0,0,-10323.165,0,Spain_0,1,0.0
722,Spain,Female,29,9,0.0,2,1,142033.07,0,-0.9460319510747073,0.8949764524542173,0,0.6485507246376812,1.0986122886681098,0.0,0,-42609.921,0,Spain_0,1,0.0
475,France,Female,45,0,134264.04,1,0,27822.99,1,0.5795492153663941,0.3358772930318031,3,1.5242620687793682,0.6931471805599453,11.807571035891401,0,125917.14300000001,1,France_1,1,1.3414164931879011
490,Spain,Male,31,3,145260.23,1,1,114066.77,0,-0.7553343052695697,0.5705299127170634,0,1.4159152975561333,0.6931471805599453,11.886288986699691,0,111040.19900000001,0,Spain_0,1,1.4512781555379084
804,Spain,Male,33,7,76548.6,1,1,98453.45,0,-0.564636659464432,0.3188145572111529,1,1.1637928129487887,0.6931471805599453,11.245694175729264,0,47012.56500000001,0,Spain_0,1,0.7647882081489829
850,France,Male,36,7,0.0,1,1,40812.9,0,-0.2785901907567254,0.07761249438586866,1,0.8913043478260869,0.6931471805599453,0.0,0,-12243.87,0,France_0,1,0.0
582,Germany,Male,41,6,70349.48,2,1,178074.04,0,0.19815392375611882,0.03926497749994575,2,1.0593750455264876,1.0986122886681098,11.161244885546976,0,16927.267999999996,0,Germany_0,1,0.7028535172872228
472,Spain,Male,40,4,0.0,1,0,70154.22,0,0.10280510085354996,0.010568888761508579,2,0.9347826086956521,0.6931471805599453,0.0,0,-21046.266,1,Spain_1,1,0.0
465,France,Female,51,8,122522.32,1,0,181297.65,1,1.1516421527818073,1.3262796480639154,3,1.5426808846086115,0.6931471805599453,11.716056658196294,0,68133.02500000001,1,France_1,1,1.224106326844074
556,France,Female,61,2,117419.35,1,1,94153.83,0,2.105130381807496,4.431573924408973,3,1.6310378021940493,0.6931471805599453,11.673515510366588,0,89173.201,0,France_0,1,1.1731231438395773
834,France,Female,49,2,131394.56,1,0,194365.76,1,0.9609445069766696,0.9234143454886345,3,1.5563035404601004,0.6931471805599453,11.785967594507415,0,73084.832,1,France_1,1,1.3127478504234436
660,Spain,Female,61,5,155931.11,1,1,158338.39,0,2.105130381807496,4.431573924408973,3,1.784532818855927,0.6931471805599453,11.957175999200325,0,108429.593,0,Spain_0,1,1.5578896833068394
776,Germany,Female,32,4,109421.13,2,1,126517.46,0,-0.6599854823670008,0.4355808369352028,0,1.1172755098300762,1.0986122886681098,11.602968433705083,0,71465.892,0,Germany_0,1,1.0932138529814641
829,Germany,Female,27,9,112045.67,1,1,119708.21,1,-1.136729596879845,1.292154176422615,0,1.2400548905416777,0.6931471805599453,11.626670759911956,0,76133.207,0,Germany_0,1,1.1194353285383696
637,Germany,Female,39,9,137843.8,1,1,117622.8,1,0.007456277950981121,5.5596080882287224e-05,2,1.4733124055883426,0.6931471805599453,11.833883693578674,0,102556.95999999999,0,Germany_0,1,1.3771814612735798
550,Germany,Male,38,2,103391.38,1,1,90878.13,0,-0.08789254495158773,0.007725099458066869,2,1.3251269975753477,0.6931471805599453,11.546286543950185,0,76127.941,0,Germany_0,1,1.0329713181985116
776,Germany,Female,37,2,103769.22,2,0,194099.12,0,-0.18324136785415657,0.03357739889306233,1,1.1490967097742277,1.0986122886681098,11.549934310670317,0,45539.484000000004,1,Germany_1,1,1.0367462739333912
698,Germany,Male,44,10,116363.37,2,0,198059.16,0,0.48420039246382535,0.23445002006212248,2,1.275379743133073,1.0986122886681098,11.664481667765054,0,56945.621999999996,1,Germany_1,1,1.162572969805811
585,Germany,Male,36,5,146050.97,2,0,86424.57,0,-0.2785901907567254,0.07761249438586866,1,1.3067480825961093,1.0986122886681098,11.891717796256243,0,120123.599,1,Germany_1,1,1.4591783474122433
788,France,Female,33,5,0.0,2,0,116978.19,0,-0.564636659464432,0.3188145572111529,1,0.6920289855072463,1.0986122886681098,0.0,0,-35093.457,1,France_1,1,0.0
655,Germany,Male,41,8,125561.97,1,0,164040.94,1,0.19815392375611882,0.03926497749994575,2,1.4461002624254409,0.6931471805599453,11.740562664706083,0,76349.688,1,Germany_1,1,1.254475118394802
601,Germany,Male,42,1,98495.72,1,0,40014.76,1,0.29350274665868764,0.08614386229619378,2,1.3490927922976663,0.6931471805599453,11.497778527113354,0,86491.292,1,Germany_1,1,0.9840593454242655
619,France,Male,43,1,125211.92,1,1,113410.49,0,0.3888515695612565,0.1512055431502527,2,1.4664442104384778,0.6931471805599453,11.737770927212088,0,91188.773,0,France_0,1,1.250977809335426
656,France,Male,45,5,127864.4,1,0,87107.57,0,0.5795492153663941,0.3358772930318031,3,1.4987552405162603,0.6931471805599453,11.758733427122003,0,101732.12899999999,1,France_1,1,1.2774784302004842
725,Germany,Male,19,0,75888.2,1,0,45613.75,0,-1.8995201801003958,3.60817691460864,0,1.0089867660063792,0.6931471805599453,11.237029660769066,0,62204.075,1,Germany_1,1,0.7581902281380931
511,Spain,Female,66,4,0.0,1,0,1643.11,1,2.58187449632034,6.666075914749409,3,1.2173913043478262,0.6931471805599453,0.0,0,-492.93299999999994,1,Spain_1,1,0.0
614,France,Male,51,4,40685.92,1,1,46775.28,0,1.1516421527818073,1.3262796480639154,3,1.2165083185781809,0.6931471805599453,10.613661943857002,0,26653.336,0,France_0,1,0.40648832054006034
742,Germany,Male,35,5,136857.0,1,0,84509.57,0,-0.3739390136592943,0.13983038593648586,1,1.425901089401598,0.6931471805599453,11.826699170926089,0,111504.129,1,Germany_1,1,1.3673224566176958
687,Germany,Female,27,9,152328.88,2,0,126494.82,0,-1.136729596879845,1.292154176422615,0,1.2339436487671458,1.0986122886681098,11.933803711367029,0,114380.43400000001,1,Germany_1,1,1.5219002200502874
555,Spain,Male,33,1,56084.69,2,0,178798.13,0,-0.564636659464432,0.3188145572111529,1,0.9155638337205261,1.0986122886681098,10.934635978758394,0,2445.251000000004,1,Spain_1,1,0.5603356504193568
684,Spain,Male,56,8,78707.16,1,1,99398.36,0,1.6283862672946514,2.651641835513808,3,1.4223961123868218,0.6931471805599453,11.273502113909878,0,48887.652,0,Spain_0,1,0.7863541314262481
603,Germany,Male,26,4,109166.37,1,1,92840.67,0,-1.232078419782414,1.5180172324935302,0,1.217709396894255,0.6931471805599453,11.600637488116671,0,81314.169,0,Germany_0,1,1.090668575289801
751,Germany,Female,36,6,169831.46,2,1,27758.36,0,-0.2785901907567254,0.07761249438586866,1,1.401529175664243,1.0986122886681098,12.042567700667217,0,161503.952,0,Germany_0,1,1.6967664722898348
581,Germany,Female,34,1,101633.04,1,0,110431.51,0,-0.4692878365618631,0.22023107354491395,1,1.2746405805582253,0.6931471805599453,11.529133797383441,0,68503.587,1,Germany_1,1,1.0154039466474096
735,Germany,Male,43,10,123180.01,2,1,196673.28,0,0.3888515695612565,0.1512055431502527,2,1.291679028946588,1.0986122886681098,11.721410178590435,0,64178.026,0,Germany_0,1,1.230677231558432
661,Germany,Female,35,5,150725.53,2,1,113656.85,0,-0.3739390136592943,0.13983038593648586,1,1.3145097527490817,1.0986122886681098,11.923222414243224,0,116628.475,0,Germany_0,1,1.5058813356613414
675,France,Female,21,8,98373.26,1,0,18203.0,0,-1.708822534295258,2.9200744537152685,0,1.1203438380606392,0.6931471805599453,11.496534463455072,0,92912.36,1,France_1,1,0.9828358617293328
738,Germany,Male,58,2,133745.44,4,0,28373.86,1,1.8190839130997891,3.309066282898441,3,1.3634994501608977,1.6094379124341003,11.803701047581589,0,125233.282,1,Germany_1,1,1.3362352205748673
813,France,Male,29,6,0.0,1,0,33953.87,0,-0.9460319510747073,0.8949764524542173,0,0.8152173913043479,0.6931471805599453,0.0,0,-10186.161,1,France_1,1,0.0
657,Spain,Female,37,0,163607.18,1,1,44203.55,0,-0.18324136785415657,0.03357739889306233,1,1.554257505694213,0.6931471805599453,12.005229701900825,0,150346.115,0,Spain_0,1,1.6345804107783564
604,Germany,Female,25,5,157780.84,2,1,58426.81,0,-1.3274272426849827,1.762063084622256,0,1.2339342105365079,1.0986122886681098,11.968968598388662,0,140252.797,0,Germany_0,1,1.5763701217767712
519,France,Male,36,9,0.0,2,1,145562.4,0,-0.2785901907567254,0.07761249438586866,1,0.7246376811594203,1.0986122886681098,0.0,0,-43668.719999999994,0,France_0,1,0.0
735,France,Female,21,1,178718.19,2,0,22388.0,0,-1.708822534295258,2.9200744537152685,0,1.2739052359915763,1.0986122886681098,12.093571082063571,0,172001.79,1,France_1,1,1.785552763783132
664,France,Male,55,8,0.0,2,1,139161.64,0,1.5330374443920827,2.3502038059082078,3,0.931159420289855,1.0986122886681098,0.0,0,-41748.492000000006,0,France_0,1,0.0
678,France,Female,32,9,0.0,1,1,148210.64,0,-0.6599854823670008,0.4355808369352028,0,0.8478260869565217,0.6931471805599453,0.0,0,-44463.192,0,France_0,1,0.0
757,Spain,Male,33,5,77253.22,1,1,194239.63,0,-0.564636659464432,0.3188145572111529,1,1.1666011930030966,0.6931471805599453,11.254856821099661,0,18981.331,0,Spain_0,1,0.7718279850649021
416,Germany,Female,41,10,122189.66,2,0,98301.61,0,0.19815392375611882,0.03926497749994575,2,1.265992694079936,1.0986122886681098,11.713337890719993,0,92699.177,1,Germany_1,1,1.2207827592631797
665,France,Female,34,1,96645.54,2,0,171413.66,0,-0.4692878365618631,0.22023107354491395,1,1.0880954041687851,1.0986122886681098,11.47881568471993,0,45221.441999999995,1,France_1,1,0.9655744110563856
777,France,Female,32,2,0.0,1,0,136458.19,1,-0.6599854823670008,0.4355808369352028,0,0.8478260869565217,0.6931471805599453,0.0,0,-40937.457,1,France_1,1,0.0
543,France,Female,36,3,0.0,2,0,26019.59,0,-0.2785901907567254,0.07761249438586866,1,0.7246376811594203,1.0986122886681098,0.0,0,-7805.8769999999995,1,France_1,1,0.0
506,France,Female,34,4,90307.62,1,1,159235.29,0,-0.4692878365618631,0.22023107354491395,1,1.2295012378846428,0.6931471805599453,11.410988194428281,0,42537.032999999996,0,France_0,1,0.9022529854497566
493,France,Female,46,4,0.0,2,0,1907.66,0,0.674898038268963,0.45548736205929463,3,0.8333333333333333,1.0986122886681098,0.0,0,-572.298,1,France_1,1,0.0
652,Spain,Female,75,10,0.0,2,1,114675.75,0,3.4400139024434595,11.83369564900428,3,1.1485507246376812,1.0986122886681098,0.0,0,-34402.725,0,Spain_0,1,0.0
750,Spain,Male,22,3,121681.82,1,0,128643.35,1,-1.6134737113926891,2.6032974173552987,0,1.2241135409389523,0.6931471805599453,11.709173102207032,0,83088.815,1,Spain_1,1,1.2157089885655266
729,France,Male,30,9,0.0,2,0,151869.35,0,-0.8506831281721385,0.7236617845567351,0,0.6594202898550725,1.0986122886681098,0.0,0,-45560.805,1,France_1,1,0.0
646,France,Female,46,4,0.0,3,0,93251.42,1,0.674898038268963,0.45548736205929463,3,0.75,1.3862943611198906,0.0,0,-27975.426,1,France_1,1,0.0
635,Germany,Female,28,3,81623.67,2,1,156791.36,0,-1.0413807739772762,1.084473916409511,0,0.9630058546991767,1.0986122886681098,11.30988682369154,0,34586.262,0,Germany_0,1,0.8154926454806997
647,Spain,Female,44,5,0.0,3,1,174205.22,1,0.48420039246382535,0.23445002006212248,2,0.7282608695652174,1.3862943611198906,0.0,0,-52261.566,0,Spain_0,1,0.0
808,France,Male,45,7,118626.55,2,0,147132.46,0,0.5795492153663941,0.3358772930318031,3,1.2952695881769076,1.0986122886681098,11.683744031993093,0,74486.812,1,France_1,1,1.1851841394015792
524,France,Female,36,10,0.0,2,0,109614.57,0,-0.2785901907567254,0.07761249438586866,1,0.7246376811594203,1.0986122886681098,0.0,0,-32884.371,1,France_1,1,0.0
769,France,Male,29,8,0.0,2,1,172290.61,0,-0.9460319510747073,0.8949764524542173,0,0.6485507246376812,1.0986122886681098,0.0,0,-51687.183,0,France_0,1,0.0
730,Spain,Male,42,4,0.0,2,1,85982.47,0,0.29350274665868764,0.08614386229619378,2,0.7898550724637681,1.0986122886681098,0.0,0,-25794.740999999998,0,Spain_0,1,0.0
515,Spain,Male,35,10,176273.95,1,1,121277.78,0,-0.3739390136592943,0.13983038593648586,1,1.5830038911694322,0.6931471805599453,12.079800270939492,0,139890.616,0,Spain_0,1,1.7611326446707503
773,Spain,Male,41,9,102827.44,1,1,64595.25,0,0.19815392375611882,0.03926497749994575,2,1.3554880166815446,0.6931471805599453,11.540817247438122,0,83448.865,0,Spain_0,1,1.02733705889
814,Germany,Male,29,8,97086.4,2,1,197276.13,0,-0.9460319510747073,0.8949764524542173,0,1.035504698843008,1.0986122886681098,11.48336688272866,0,37903.560999999994,0,Germany_0,1,0.9699789923216806
710,Spain,Male,22,8,0.0,2,0,99645.04,0,-1.6134737113926891,2.6032974173552987,0,0.572463768115942,1.0986122886681098,0.0,0,-29893.511999999995,1,Spain_1,1,0.0
413,France,Male,34,9,0.0,2,0,6534.18,0,-0.4692878365618631,0.22023107354491395,1,0.7028985507246377,1.0986122886681098,0.0,0,-1960.254,1,France_1,1,0.0
665,France,Female,40,6,0.0,1,1,161848.03,0,0.10280510085354996,0.010568888761508579,2,0.9347826086956521,0.6931471805599453,0.0,0,-48554.409,0,France_0,1,0.0
623,France,Female,44,6,0.0,2,0,167162.43,0,0.48420039246382535,0.23445002006212248,2,0.8115942028985508,1.0986122886681098,0.0,0,-50148.729,1,France_1,1,0.0
738,France,Male,31,9,82674.15,1,0,41970.72,0,-0.7553343052695697,0.5705299127170634,0,1.1664680795530706,0.6931471805599453,11.322674352181581,0,70082.934,1,France_1,1,0.8259878696506563
528,Spain,Male,36,7,0.0,2,0,60536.56,0,-0.2785901907567254,0.07761249438586866,1,0.7246376811594203,1.0986122886681098,0.0,0,-18160.967999999997,1,Spain_1,1,0.0
670,Spain,Female,65,1,0.0,1,1,177655.68,1,2.486525673417771,6.1828099245657,3,1.2065217391304348,0.6931471805599453,0.0,0,-53296.704,0,Spain_0,1,0.0
622,Spain,Female,46,4,107073.27,2,1,30984.59,1,0.674898038268963,0.45548736205929463,3,1.2600916368409307,1.0986122886681098,11.581277984809152,0,97777.89300000001,0,Spain_0,1,1.069756655300714
582,Germany,Male,32,1,88938.62,1,1,10054.53,0,-0.6599854823670008,0.4355808369352028,0,1.202305730545504,0.6931471805599453,11.395712991512273,0,85922.261,0,Germany_0,1,0.8885754648033182
785,Germany,Female,36,2,99806.85,1,1,36976.52,0,-0.2785901907567254,0.07761249438586866,1,1.289101127399899,0.6931471805599453,11.51100211652086,0,88713.894,0,Germany_0,1,0.9971586935945832
605,Spain,Male,33,5,150092.8,1,0,71862.79,0,-0.564636659464432,0.3188145572111529,1,1.4569154384632934,0.6931471805599453,11.91901571097231,0,128533.96299999999,1,Spain_1,1,1.4995598034198359
479,Germany,Male,35,9,92833.89,1,0,99449.86,1,-0.3739390136592943,0.13983038593648586,1,1.2504396718253126,0.6931471805599453,11.438577817942932,0,62998.932,1,Germany_1,1,0.9274926568036486
685,Germany,Male,30,3,90536.81,1,1,63082.88,0,-0.8506831281721385,0.7236617845567351,0,1.1869364518307894,0.6931471805599453,11.413522832493301,0,71611.946,0,Germany_0,1,0.9045427962291265
538,Germany,Male,39,7,108055.1,2,0,27231.26,0,0.007456277950981121,5.5596080882287224e-05,2,1.1879179268758053,1.0986122886681098,11.590405815686237,0,99885.72200000001,1,Germany_1,1,1.079566005261483
562,France,Male,42,2,100238.35,1,0,86797.41,0,0.29350274665868764,0.08614386229619378,2,1.356038333630638,0.6931471805599453,11.515316105111575,0,74199.12700000001,1,France_1,1,1.0014697601825584
675,Spain,Male,36,9,106190.55,1,1,22994.32,0,-0.2785901907567254,0.07761249438586866,1,1.314544424145216,0.6931471805599453,11.572999817769375,0,99292.254,0,Spain_0,1,1.060937501885795
721,Germany,Male,28,9,154475.54,2,1,101300.94,1,-1.0413807739772762,1.084473916409511,0,1.2533690839958633,1.0986122886681098,11.947797519130175,0,124085.258,0,Germany_0,1,1.5433472518040372
628,Germany,Female,30,9,132351.29,2,1,74169.13,0,-0.8506831281721385,0.7236617845567351,0,1.186928341000256,1.0986122886681098,11.793222510112283,0,110100.551,0,Germany_0,1,1.322306429187554
668,Germany,Female,37,6,167864.4,1,0,115638.29,0,-0.18324136785415657,0.03357739889306233,1,1.5712253631703001,0.6931471805599453,12.030917746784583,0,133172.913,1,Germany_1,1,1.6771138033615782
506,France,Female,41,1,0.0,2,0,31766.3,0,0.19815392375611882,0.03926497749994575,2,0.7789855072463767,1.0986122886681098,0.0,0,-9529.89,1,France_1,1,0.0
524,Germany,Female,31,8,107818.63,1,0,199725.39,1,-0.7553343052695697,0.5705299127170634,0,1.2666855813383502,0.6931471805599453,11.588215017354436,0,47901.013000000006,1,Germany_1,1,1.0772034608441978
699,Germany,Male,34,4,185173.81,2,0,120834.48,0,-0.4692878365618631,0.22023107354491395,1,1.440939529669599,1.0986122886681098,12.12905557682453,0,148923.46600000001,1,Germany_1,1,1.8500501164752876
828,France,Male,34,8,129433.34,2,0,38131.77,0,-0.4692878365618631,0.22023107354491395,1,1.2187766274446448,1.0986122886681098,11.770929004513034,0,117993.809,1,France_1,1,1.2931535282596684
674,Spain,Male,39,6,120193.42,1,0,100130.95,0,0.007456277950981121,5.5596080882287224e-05,2,1.4029638841967347,0.6931471805599453,11.696865877376728,0,90154.13500000001,1,Spain_1,1,1.2008385563302022
656,France,Female,39,6,0.0,2,0,141069.88,0,0.007456277950981121,5.5596080882287224e-05,2,0.7572463768115942,1.0986122886681098,0.0,0,-42320.964,1,France_1,1,0.0
684,Germany,Female,48,10,126384.42,1,1,198129.36,0,0.8655956840741007,0.7492558882877104,3,1.525465230039209,0.6931471805599453,11.747091405940525,0,66945.61200000001,0,Germany_0,1,1.2626921212112105
625,France,Female,28,3,0.0,1,0,183646.41,0,-1.0413807739772762,1.084473916409511,0,0.8043478260869565,0.6931471805599453,0.0,0,-55093.923,1,France_1,1,0.0
432,France,Male,42,9,152603.45,1,0,110265.24,1,0.29350274665868764,0.08614386229619378,2,1.564748138038458,0.6931471805599453,11.93560455861308,0,119523.87800000001,1,France_1,1,1.5246434171605086
549,France,Female,52,1,0.0,1,1,8636.05,1,1.246990975684376,1.554986493438272,3,1.0652173913043477,0.6931471805599453,0.0,0,-2590.8149999999996,0,France_0,1,0.0
625,Germany,Male,56,0,148507.24,1,0,46824.08,1,1.6283862672946514,2.651641835513808,3,1.7005959257061924,0.6931471805599453,11.908395723900965,0,134460.016,1,Germany_1,1,1.4837186568631031
828,France,Female,41,7,0.0,2,0,171378.77,0,0.19815392375611882,0.03926497749994575,2,0.7789855072463767,1.0986122886681098,0.0,0,-51413.630999999994,1,France_1,1,0.0
770,France,Male,24,9,101827.07,1,0,167256.35,0,-1.4227760655875517,2.024291732808793,0,1.1667182671796026,0.6931471805599453,11.531041081828874,0,51650.16500000001,1,France_1,1,1.0173424779337708
758,France,Female,34,3,0.0,2,1,124226.16,0,-0.4692878365618631,0.22023107354491395,1,0.7028985507246377,1.0986122886681098,0.0,0,-37267.848,0,France_0,1,0.0
795,Germany,Female,33,9,130862.43,1,1,114935.21,0,-0.564636659464432,0.3188145572111529,1,1.3802696044748162,0.6931471805599453,11.781909539298317,0,96381.867,0,Germany_0,1,1.3074314011454382
687,France,Male,38,9,122570.87,1,1,35608.88,0,-0.08789254495158773,0.007725099458066869,2,1.4015700408721568,0.6931471805599453,11.716452830806903,0,111888.20599999999,0,France_0,1,1.2245913842782483
686,France,Male,25,1,0.0,2,1,16459.37,0,-1.3274272426849827,1.762063084622256,0,0.605072463768116,1.0986122886681098,0.0,0,-4937.811,0,France_0,1,0.0
789,Germany,Male,39,7,124828.46,2,1,124411.08,0,0.007456277950981121,5.5596080882287224e-05,2,1.2547709393757709,1.0986122886681098,11.734703764752538,0,87505.136,0,Germany_0,1,1.247146704830617
589,Germany,Female,50,5,144895.05,2,1,34941.23,0,1.0562933298792385,1.1157555987473697,3,1.4543148844699136,1.0986122886681098,11.883771867757774,0,134412.68099999998,0,Germany_0,1,1.4476296843986338
461,Germany,Female,34,5,63663.93,1,1,167784.28,0,-0.4692878365618631,0.22023107354491395,1,1.1233083856108463,0.6931471805599453,11.061389140501708,0,13328.646,0,Germany_0,1,0.6360589605612941
637,France,Male,40,2,133463.1,1,1,93165.34,0,0.10280510085354996,0.010568888761508579,2,1.466721963278405,0.6931471805599453,11.80158780680095,0,105513.498,0,France_0,1,1.3334143942934098
584,Spain,Female,48,2,213146.2,1,0,75161.25,1,0.8655956840741007,0.7492558882877104,3,1.8712687162136707,0.6931471805599453,12.269738285818077,0,190597.825,1,Spain_1,1,2.1295190293717288
579,Spain,Female,35,1,129490.36,2,1,8590.83,1,-0.3739390136592943,0.13983038593648586,1,1.2298734553436188,1.0986122886681098,11.771369439749257,0,126913.111,0,Spain_0,1,1.2937232084841097
756,Germany,Male,44,10,137452.09,1,0,189543.9,0,0.48420039246382535,0.23445002006212248,2,1.5260990064034181,0.6931471805599453,11.831037974242847,0,80588.92,1,Germany_1,1,1.3732679319730565
